OpportunityID,AccountName,Industry,Stage,Region,SalesRep,Product,ExpectedRevenue,Probability,CreatedDate,CloseDate
268,Stark Industries,Finance,Qualification,Europe,Frank,CRM System,13417,70,2024-05-13,2024-06-06
269,Wayne Enterprises,Retail,Negotiation,Europe,Charlie,Cloud Platform,148597,61,2024-08-11,2024-10-17
270,Hooli,Healthcare,Proposal,Middle East,Bob,Security Package,70096,57,2024-06-06,2024-07-17
271,Globex,Healthcare,Qualification,Europe,David,Security Package,150131,61,2024-07-24,2024-09-12
272,Globex,Finance,Prospecting,Middle East,David,Cloud Platform,96630,12,2024-06-02,2024-08-16
273,Wayne Enterprises,Technology,Proposal,Middle East,Frank,AI Module,42281,94,2024-02-14,2024-05-19
274,Stark Industries,Finance,Prospecting,South America,Charlie,AI Module,119351,98,2024-08-12,2024-09-12
275,Soylent,Technology,Negotiation,Asia,Alice,AI Module,179222,23,2024-04-15,2024-08-05
276,Acme Corp,Finance,Negotiation,Europe,Eva,Cloud Platform,95078,72,2024-10-18,2025-01-31
277,Hooli,Finance,Negotiation,Asia,Eva,CRM System,80118,93,2024-03-28,2024-06-28
278,Acme Corp,Manufacturing,Closed Won,South America,David,CRM System,92255,43,2024-01-03,2024-02-13
279,Umbrella,Technology,Closed Won,North America,Bob,Analytics Suite,139975,48,2024-09-23,2025-01-08
280,Initech,Technology,Closed Won,Middle East,Bob,Security Package,182835,90,2024-06-25,2024-07-11
281,Wayne Enterprises,Healthcare,Qualification,Europe,Charlie,Cloud Platform,188829,29,2024-01-28,2024-03-06
282,Umbrella,Retail,Closed Won,North America,Alice,CRM System,133386,46,2024-01-29,2024-05-06
283,Initech,Healthcare,Closed Lost,North America,Bob,Security Package,38434,25,2024-04-30,2024-08-02
284,Soylent,Technology,Closed Lost,Europe,Bob,AI Module,12396,47,2024-04-11,2024-05-19
285,Stark Industries,Manufacturing,Negotiation,North America,David,Cloud Platform,73078,20,2024-08-13,2024-09-09
286,Umbrella,Technology,Negotiation,Middle East,Frank,Security Package,48393,61,2024-04-29,2024-06-17
287,Stark Industries,Retail,Prospecting,Middle East,Bob,CRM System,162624,29,2024-05-17,2024-06-12
288,Stark Industries,Retail,Proposal,Middle East,Eva,AI Module,136907,63,2024-10-03,2024-12-10
289,Hooli,Finance,Proposal,South America,Bob,Analytics Suite,149209,51,2024-01-06,2024-01-17
290,Hooli,Manufacturing,Qualification,North America,Bob,Analytics Suite,77961,19,2024-08-07,2024-11-30
291,Wayne Enterprises,Healthcare,Proposal,Middle East,Alice,Analytics Suite,179366,87,2024-07-21,2024-09-22
292,Umbrella,Manufacturing,Qualification,South America,Eva,CRM System,45482,83,2024-08-17,2024-11-04
293,Acme Corp,Finance,Prospecting,Middle East,Charlie,Cloud Platform,87913,39,2024-10-06,2024-12-10
294,Umbrella,Technology,Negotiation,Middle East,Eva,Security Package,143159,75,2024-02-19,2024-04-25
295,Acme Corp,Retail,Negotiation,Europe,Charlie,CRM System,119608,65,2024-03-03,2024-06-20
296,Soylent,Technology,Qualification,Middle East,Alice,Security Package,23442,93,2024-01-12,2024-02-27
297,Initech,Technology,Closed Won,Middle East,Alice,CRM System,153729,44,2024-09-05,2024-10-16
298,Stark Industries,Finance,Prospecting,Middle East,Frank,AI Module,72882,68,2024-09-04,2024-12-27
299,Umbrella,Healthcare,Closed Lost,Middle East,Frank,CRM System,78926,40,2024-01-14,2024-03-29
300,Hooli,Technology,Negotiation,Middle East,David,Analytics Suite,126961,63,2024-08-26,2024-12-18
301,Hooli,Retail,Negotiation,Asia,Alice,Cloud Platform,121390,46,2024-08-11,2024-11-24
302,Soylent,Retail,Prospecting,Asia,Bob,Security Package,122253,36,2024-03-29,2024-07-13
303,Wayne Enterprises,Healthcare,Closed Lost,South America,Eva,AI Module,190660,50,2024-10-20,2024-11-17
304,Acme Corp,Healthcare,Closed Lost,South America,Charlie,Analytics Suite,7718,10,2024-04-28,2024-08-20
305,Initech,Finance,Qualification,South America,Eva,AI Module,157123,27,2024-08-01,2024-09-10
306,Umbrella,Manufacturing,Closed Won,Asia,Eva,Security Package,95120,68,2024-09-24,2024-10-18
307,Umbrella,Retail,Qualification,South America,Eva,CRM System,141383,97,2024-02-12,2024-05-17
308,Globex,Technology,Prospecting,Europe,Eva,Cloud Platform,13567,42,2024-09-09,2024-12-23
309,Wayne Enterprises,Finance,Proposal,North America,Eva,Analytics Suite,39390,27,2024-06-25,2024-08-06
310,Hooli,Healthcare,Qualification,Europe,Frank,Cloud Platform,198126,81,2024-01-14,2024-02-04
311,Umbrella,Technology,Proposal,North America,Alice,Security Package,64758,17,2024-06-09,2024-09-29
312,Stark Industries,Manufacturing,Prospecting,North America,Frank,AI Module,56700,63,2024-07-18,2024-11-13
313,Soylent,Healthcare,Closed Lost,Middle East,Eva,Cloud Platform,25318,26,2024-07-22,2024-10-18
314,Hooli,Manufacturing,Proposal,South America,Eva,AI Module,133605,40,2024-08-19,2024-09-13
315,Hooli,Manufacturing,Negotiation,North America,Charlie,Cloud Platform,154514,40,2024-06-23,2024-07-10
316,Umbrella,Retail,Proposal,Middle East,Eva,Security Package,26148,44,2024-03-15,2024-06-04
317,Umbrella,Retail,Closed Won,Europe,Eva,AI Module,15119,35,2024-03-28,2024-06-20
318,Wayne Enterprises,Manufacturing,Closed Won,Middle East,Frank,Cloud Platform,84195,92,2024-02-08,2024-04-20
319,Globex,Retail,Prospecting,North America,Eva,Cloud Platform,162168,83,2024-06-09,2024-09-11
320,Globex,Healthcare,Closed Won,Middle East,Bob,Security Package,44283,92,2024-02-17,2024-03-31
321,Globex,Manufacturing,Closed Lost,Middle East,Frank,AI Module,180431,30,2024-04-04,2024-05-02
322,Wayne Enterprises,Manufacturing,Closed Lost,Europe,Bob,Cloud Platform,35156,67,2024-07-23,2024-09-13
323,Umbrella,Finance,Proposal,Europe,Bob,Analytics Suite,58427,86,2024-05-19,2024-09-10
324,Stark Industries,Finance,Negotiation,North America,Eva,Security Package,60539,25,2024-10-11,2024-11-17
325,Initech,Finance,Prospecting,Middle East,Alice,Cloud Platform,123366,95,2024-10-06,2024-11-09
326,Initech,Finance,Qualification,Asia,Bob,Security Package,117414,52,2024-01-14,2024-04-02
327,Soylent,Technology,Negotiation,Middle East,David,CRM System,140294,48,2024-09-13,2024-11-29
328,Umbrella,Finance,Qualification,North America,Bob,Cloud Platform,193463,31,2024-01-14,2024-02-22
329,Wayne Enterprises,Healthcare,Prospecting,Asia,Charlie,Analytics Suite,108262,21,2024-05-24,2024-07-03
330,Globex,Technology,Qualification,Middle East,Alice,CRM System,195419,79,2024-01-29,2024-05-13
331,Initech,Healthcare,Negotiation,Europe,Frank,Security Package,22544,95,2024-01-22,2024-03-06
332,Umbrella,Finance,Closed Won,North America,Charlie,AI Module,39445,96,2024-03-22,2024-04-27
333,Hooli,Manufacturing,Prospecting,Middle East,Charlie,AI Module,150666,27,2024-08-17,2024-11-02
334,Wayne Enterprises,Technology,Closed Won,Europe,Bob,Security Package,5810,82,2024-02-03,2024-03-07
335,Wayne Enterprises,Manufacturing,Closed Won,North America,Charlie,AI Module,16315,27,2024-07-16,2024-10-06
336,Hooli,Healthcare,Closed Won,Asia,Charlie,AI Module,129996,31,2024-03-14,2024-07-08
337,Hooli,Healthcare,Negotiation,Asia,Alice,Analytics Suite,26286,61,2024-04-03,2024-05-07
338,Globex,Technology,Closed Lost,North America,Bob,CRM System,197059,12,2024-03-28,2024-07-22
339,Soylent,Healthcare,Proposal,Europe,Alice,Cloud Platform,46397,68,2024-10-17,2024-11-02
340,Initech,Technology,Closed Won,Asia,Eva,CRM System,22774,68,2024-01-01,2024-03-25
341,Initech,Healthcare,Proposal,North America,Bob,Security Package,88570,58,2024-10-02,2025-01-19
342,Acme Corp,Manufacturing,Prospecting,Middle East,Charlie,Analytics Suite,46048,51,2024-02-10,2024-04-03
343,Globex,Retail,Qualification,North America,Frank,Security Package,118260,39,2024-02-13,2024-06-05
344,Hooli,Finance,Closed Won,North America,Bob,CRM System,196708,99,2024-07-25,2024-09-25
345,Acme Corp,Finance,Closed Lost,North America,Frank,Analytics Suite,41565,93,2024-06-03,2024-09-11
346,Wayne Enterprises,Retail,Proposal,Europe,Bob,Analytics Suite,117812,86,2024-04-24,2024-06-18
347,Soylent,Retail,Prospecting,South America,Eva,CRM System,43542,59,2024-01-27,2024-05-16
348,Acme Corp,Technology,Negotiation,Middle East,Alice,Cloud Platform,112881,57,2024-05-11,2024-08-08
349,Umbrella,Healthcare,Closed Lost,Europe,Bob,CRM System,121817,48,2024-02-02,2024-03-01
350,Initech,Manufacturing,Closed Lost,North America,Frank,Analytics Suite,35415,54,2024-07-18,2024-07-31
351,Hooli,Finance,Prospecting,Middle East,Bob,Analytics Suite,115233,91,2024-02-05,2024-05-17
352,Stark Industries,Retail,Negotiation,Europe,Frank,Cloud Platform,66604,39,2024-07-02,2024-09-13
353,Hooli,Retail,Qualification,Asia,David,Cloud Platform,43284,78,2024-08-13,2024-10-20
354,Stark Industries,Retail,Qualification,Middle East,Bob,Security Package,169390,32,2024-04-27,2024-07-09
355,Acme Corp,Healthcare,Closed Lost,South America,Alice,Security Package,168003,88,2024-06-25,2024-08-13
356,Stark Industries,Manufacturing,Proposal,South America,David,Analytics Suite,126309,46,2024-04-09,2024-07-22
357,Acme Corp,Retail,Negotiation,Middle East,Frank,Security Package,82267,59,2024-07-11,2024-07-26
358,Hooli,Manufacturing,Negotiation,Middle East,Charlie,Cloud Platform,62171,90,2024-04-12,2024-06-08
359,Globex,Finance,Closed Lost,North America,Charlie,Security Package,125351,89,2024-02-10,2024-03-13
360,Globex,Technology,Qualification,North America,Bob,Security Package,32881,41,2024-05-02,2024-08-27
361,Acme Corp,Technology,Closed Lost,North America,Alice,Analytics Suite,22477,27,2024-07-18,2024-09-17
362,Umbrella,Finance,Closed Lost,Middle East,Bob,CRM System,57706,74,2024-05-20,2024-07-18
363,Acme Corp,Technology,Prospecting,South America,Charlie,CRM System,5430,25,2024-01-07,2024-03-30
364,Umbrella,Retail,Prospecting,Asia,Bob,AI Module,80292,76,2024-08-13,2024-09-04
365,Acme Corp,Healthcare,Proposal,South America,Bob,AI Module,26597,55,2024-05-16,2024-06-27
366,Soylent,Technology,Qualification,North America,Charlie,Analytics Suite,85883,68,2024-02-06,2024-05-05
367,Soylent,Finance,Qualification,Europe,Charlie,Analytics Suite,135103,44,2024-01-06,2024-02-17
368,Acme Corp,Healthcare,Closed Won,South America,David,CRM System,11985,87,2024-10-07,2024-11-21
369,Globex,Finance,Closed Lost,North America,David,Analytics Suite,36731,60,2024-09-08,2024-11-17
370,Umbrella,Retail,Proposal,Middle East,Alice,Cloud Platform,89273,77,2024-10-14,2024-12-25
371,Wayne Enterprises,Finance,Qualification,Asia,Frank,Analytics Suite,162179,64,2024-04-07,2024-07-18
372,Soylent,Retail,Closed Won,Europe,Frank,Security Package,26523,69,2024-06-28,2024-10-06
373,Umbrella,Technology,Negotiation,South America,Alice,Analytics Suite,41054,29,2024-08-13,2024-11-30
374,Initech,Healthcare,Closed Lost,North America,Charlie,CRM System,195871,14,2024-06-03,2024-09-03
375,Stark Industries,Manufacturing,Closed Won,South America,Alice,Cloud Platform,81318,85,2024-01-15,2024-03-09
376,Hooli,Healthcare,Qualification,Asia,Alice,AI Module,141124,60,2024-01-13,2024-05-08
377,Globex,Manufacturing,Prospecting,Europe,David,Cloud Platform,148117,47,2024-10-18,2024-12-18
378,Globex,Technology,Proposal,South America,Charlie,Cloud Platform,84647,88,2024-10-07,2024-12-12
379,Initech,Finance,Negotiation,Asia,David,Security Package,41092,57,2024-03-13,2024-06-23
380,Globex,Retail,Closed Lost,Europe,Bob,Cloud Platform,155290,86,2024-04-29,2024-05-17
381,Hooli,Retail,Prospecting,South America,Charlie,Analytics Suite,119561,52,2024-06-29,2024-08-27
382,Soylent,Retail,Proposal,North America,Eva,CRM System,113559,59,2024-04-13,2024-06-10
383,Hooli,Technology,Negotiation,Asia,Alice,Cloud Platform,35368,38,2024-08-26,2024-10-30
384,Initech,Technology,Negotiation,North America,Alice,Cloud Platform,168918,94,2024-09-24,2024-10-26
385,Hooli,Manufacturing,Closed Lost,Asia,Charlie,Analytics Suite,185041,16,2024-07-30,2024-10-10
386,Hooli,Healthcare,Closed Lost,North America,Eva,Cloud Platform,185998,88,2024-07-06,2024-10-19
387,Soylent,Healthcare,Qualification,North America,Frank,AI Module,119419,66,2024-03-29,2024-06-04
388,Soylent,Finance,Closed Won,South America,Charlie,Cloud Platform,7243,66,2024-09-11,2024-12-15
389,Hooli,Manufacturing,Closed Lost,South America,Alice,Cloud Platform,73678,55,2024-05-12,2024-06-25
390,Hooli,Technology,Prospecting,North America,Frank,Cloud Platform,36951,12,2024-07-04,2024-09-07
391,Initech,Technology,Closed Lost,Asia,Alice,AI Module,183005,62,2024-10-05,2024-11-25
392,Wayne Enterprises,Retail,Closed Won,South America,Charlie,AI Module,168658,83,2024-03-27,2024-06-09
393,Umbrella,Manufacturing,Qualification,South America,Frank,AI Module,59107,37,2024-07-01,2024-08-23
394,Hooli,Manufacturing,Qualification,North America,Bob,AI Module,53026,44,2024-01-02,2024-01-23
395,Wayne Enterprises,Technology,Prospecting,Asia,David,Cloud Platform,55714,15,2024-08-25,2024-09-12
396,Wayne Enterprises,Manufacturing,Negotiation,North America,Charlie,Analytics Suite,94833,66,2024-05-09,2024-06-11
397,Umbrella,Retail,Proposal,Middle East,Bob,CRM System,194341,34,2024-05-16,2024-07-21
398,Stark Industries,Retail,Negotiation,North America,Eva,CRM System,78392,52,2024-10-06,2025-01-09
399,Stark Industries,Technology,Closed Won,Asia,Alice,Cloud Platform,139461,55,2024-08-02,2024-10-07
400,Globex,Technology,Closed Lost,South America,Alice,Security Package,25156,84,2024-08-24,2024-10-28
401,Stark Industries,Manufacturing,Prospecting,South America,Charlie,CRM System,82711,22,2024-04-02,2024-07-14
402,Wayne Enterprises,Manufacturing,Qualification,Europe,Eva,AI Module,9187,14,2024-09-15,2024-10-03
403,Initech,Healthcare,Closed Lost,North America,Charlie,Security Package,168240,46,2024-01-12,2024-02-12
404,Soylent,Manufacturing,Negotiation,South America,David,Analytics Suite,195624,48,2024-07-19,2024-10-13
405,Umbrella,Manufacturing,Prospecting,Middle East,Charlie,Security Package,5113,84,2024-05-04,2024-08-31
406,Umbrella,Finance,Proposal,South America,Alice,Analytics Suite,58646,52,2024-05-27,2024-07-19
407,Globex,Technology,Closed Lost,Middle East,Alice,Security Package,57036,45,2024-04-26,2024-05-15
408,Globex,Manufacturing,Qualification,South America,Frank,CRM System,96616,68,2024-05-27,2024-08-20
409,Hooli,Finance,Negotiation,South America,Bob,AI Module,82673,86,2024-01-29,2024-03-12
410,Stark Industries,Manufacturing,Qualification,Asia,David,Analytics Suite,178371,31,2024-10-18,2024-12-12
411,Hooli,Technology,Closed Won,South America,Frank,Analytics Suite,10546,80,2024-06-27,2024-10-20
412,Globex,Healthcare,Proposal,Middle East,Frank,Security Package,153276,22,2024-06-26,2024-08-26
413,Globex,Retail,Closed Lost,Asia,Frank,AI Module,112698,52,2024-05-11,2024-08-17
414,Initech,Technology,Proposal,South America,Bob,Cloud Platform,29696,76,2024-04-16,2024-07-06
415,Acme Corp,Technology,Proposal,Asia,David,Analytics Suite,141114,61,2024-03-23,2024-06-26
416,Umbrella,Finance,Closed Won,South America,Alice,AI Module,27385,33,2024-05-07,2024-06-15
417,Globex,Finance,Negotiation,Europe,Frank,Cloud Platform,134765,34,2024-03-10,2024-07-04
418,Soylent,Finance,Closed Lost,Asia,Frank,Analytics Suite,69478,84,2024-07-08,2024-10-29
419,Umbrella,Healthcare,Negotiation,Middle East,Frank,AI Module,184676,85,2024-05-30,2024-09-19
420,Globex,Finance,Negotiation,Europe,Charlie,Analytics Suite,18494,64,2024-09-26,2025-01-01
421,Globex,Technology,Negotiation,South America,Alice,CRM System,159581,63,2024-09-11,2024-11-26
422,Initech,Finance,Negotiation,South America,Bob,AI Module,47835,78,2024-07-28,2024-09-18
423,Acme Corp,Manufacturing,Prospecting,Europe,Bob,Security Package,122592,91,2024-02-13,2024-03-31
424,Stark Industries,Manufacturing,Closed Won,North America,Charlie,Security Package,195841,78,2024-09-27,2024-12-16
425,Wayne Enterprises,Retail,Proposal,Europe,Frank,Cloud Platform,107999,36,2024-01-11,2024-02-10
426,Acme Corp,Manufacturing,Negotiation,Middle East,Eva,CRM System,134965,50,2024-03-06,2024-05-04
427,Initech,Retail,Negotiation,South America,Alice,Cloud Platform,192454,17,2024-06-27,2024-10-15
428,Soylent,Manufacturing,Proposal,Asia,Bob,Security Package,190440,12,2024-05-26,2024-07-13
429,Stark Industries,Healthcare,Proposal,North America,Eva,AI Module,39773,53,2024-07-02,2024-10-05
430,Acme Corp,Retail,Prospecting,Asia,Eva,CRM System,184048,94,2024-01-01,2024-02-21
431,Soylent,Manufacturing,Closed Won,Europe,Alice,Analytics Suite,79806,39,2024-08-31,2024-11-30
432,Wayne Enterprises,Retail,Qualification,South America,Bob,Analytics Suite,84494,76,2024-05-07,2024-06-18
433,Umbrella,Retail,Closed Lost,Middle East,Eva,AI Module,162593,88,2024-07-22,2024-09-17
434,Umbrella,Manufacturing,Prospecting,Europe,Bob,Security Package,103999,84,2024-05-18,2024-08-18
435,Acme Corp,Technology,Qualification,Europe,Eva,Cloud Platform,16999,86,2024-02-14,2024-03-22
436,Acme Corp,Finance,Prospecting,Asia,Alice,Security Package,129398,56,2024-04-16,2024-07-10
437,Umbrella,Retail,Closed Won,Asia,Alice,AI Module,193827,49,2024-01-07,2024-04-11
438,Hooli,Retail,Closed Won,South America,Bob,Security Package,93481,63,2024-08-02,2024-10-23
439,Umbrella,Retail,Qualification,Asia,Alice,Cloud Platform,111384,24,2024-01-13,2024-03-25
440,Stark Industries,Finance,Negotiation,North America,David,Cloud Platform,23064,40,2024-02-11,2024-05-18
441,Wayne Enterprises,Retail,Closed Lost,South America,Alice,CRM System,163139,77,2024-04-03,2024-05-23
442,Acme Corp,Retail,Negotiation,Middle East,Charlie,CRM System,154136,88,2024-09-20,2024-12-22
443,Umbrella,Manufacturing,Negotiation,North America,Alice,CRM System,150638,31,2024-05-26,2024-06-25
444,Acme Corp,Technology,Qualification,Europe,Bob,Security Package,162491,46,2024-03-29,2024-07-08
445,Wayne Enterprises,Healthcare,Negotiation,Asia,Frank,Analytics Suite,102767,79,2024-08-13,2024-08-29
446,Wayne Enterprises,Healthcare,Proposal,Middle East,Eva,Security Package,14820,50,2024-04-08,2024-05-29
447,Hooli,Finance,Proposal,South America,David,Cloud Platform,144799,26,2024-02-05,2024-05-17
448,Initech,Healthcare,Closed Won,Asia,Bob,CRM System,20518,17,2024-04-02,2024-06-26
449,Globex,Technology,Qualification,North America,Bob,AI Module,58870,94,2024-08-29,2024-09-14
450,Acme Corp,Healthcare,Negotiation,Europe,Eva,Analytics Suite,22190,29,2024-04-12,2024-07-11
451,Soylent,Technology,Proposal,Europe,Eva,Security Package,50794,12,2024-08-24,2024-10-04
452,Wayne Enterprises,Technology,Negotiation,Asia,Charlie,Analytics Suite,179719,70,2024-10-10,2024-12-04
453,Acme Corp,Manufacturing,Closed Lost,South America,Bob,AI Module,162770,42,2024-04-04,2024-06-24
454,Umbrella,Healthcare,Prospecting,South America,David,CRM System,51568,28,2024-08-07,2024-09-22
455,Soylent,Retail,Negotiation,Asia,Charlie,CRM System,169732,61,2024-01-09,2024-02-13
456,Soylent,Finance,Closed Won,Asia,Charlie,Cloud Platform,120114,57,2024-10-12,2024-11-20
457,Globex,Retail,Prospecting,Asia,David,Security Package,121198,71,2024-05-23,2024-07-18
458,Acme Corp,Healthcare,Qualification,Middle East,Eva,Cloud Platform,153174,27,2024-09-16,2024-12-04
459,Initech,Healthcare,Negotiation,Asia,Eva,Analytics Suite,155865,76,2024-05-31,2024-08-06
460,Stark Industries,Retail,Negotiation,Middle East,Bob,AI Module,78980,64,2024-08-16,2024-10-28
461,Stark Industries,Manufacturing,Prospecting,North America,Charlie,AI Module,151807,19,2024-01-22,2024-04-13
462,Soylent,Healthcare,Closed Won,Asia,David,Cloud Platform,49201,52,2024-07-19,2024-10-05
463,Soylent,Manufacturing,Closed Won,Asia,David,Cloud Platform,9332,80,2024-07-16,2024-08-28
464,Initech,Finance,Closed Won,South America,David,Analytics Suite,87819,31,2024-02-21,2024-04-08
465,Soylent,Healthcare,Closed Lost,Asia,Charlie,CRM System,16760,59,2024-01-13,2024-01-24
466,Stark Industries,Retail,Qualification,Middle East,Alice,AI Module,8189,55,2024-04-10,2024-05-13
467,Umbrella,Manufacturing,Prospecting,Middle East,Alice,Cloud Platform,24671,17,2024-05-18,2024-07-16
468,Initech,Finance,Proposal,Asia,Bob,AI Module,105349,95,2024-07-04,2024-07-26
469,Umbrella,Technology,Qualification,Middle East,Frank,CRM System,64413,83,2024-07-06,2024-07-17
470,Wayne Enterprises,Finance,Closed Won,Asia,Charlie,AI Module,69572,99,2024-08-20,2024-11-09
471,Acme Corp,Manufacturing,Closed Won,North America,Frank,CRM System,36254,28,2024-07-22,2024-11-01
472,Hooli,Healthcare,Negotiation,Middle East,Charlie,CRM System,107424,70,2024-02-12,2024-03-01
473,Hooli,Healthcare,Closed Lost,Middle East,Alice,Security Package,166417,81,2024-09-12,2024-11-07
474,Hooli,Technology,Closed Lost,Middle East,Eva,Analytics Suite,173486,88,2024-02-23,2024-04-09
475,Acme Corp,Manufacturing,Qualification,Middle East,Alice,AI Module,27336,14,2024-03-29,2024-05-26
476,Acme Corp,Healthcare,Prospecting,Asia,Frank,CRM System,167127,93,2024-10-26,2024-12-31
477,Wayne Enterprises,Healthcare,Closed Won,Asia,Charlie,AI Module,189812,83,2024-01-07,2024-02-27
478,Wayne Enterprises,Manufacturing,Proposal,North America,Frank,Cloud Platform,20337,30,2024-03-29,2024-07-05
479,Hooli,Finance,Negotiation,Asia,David,Analytics Suite,46102,76,2024-05-31,2024-08-13
480,Umbrella,Retail,Prospecting,Middle East,Charlie,Analytics Suite,94169,23,2024-10-23,2025-02-08
481,Soylent,Finance,Prospecting,North America,Bob,Cloud Platform,169538,71,2024-01-06,2024-03-01
482,Wayne Enterprises,Manufacturing,Closed Lost,Europe,Alice,Cloud Platform,58609,25,2024-05-22,2024-07-16
483,Soylent,Finance,Prospecting,South America,Bob,AI Module,34251,60,2024-05-24,2024-06-18
484,Hooli,Healthcare,Closed Lost,North America,Alice,Security Package,87160,63,2024-06-17,2024-08-05
485,Initech,Manufacturing,Closed Lost,South America,Alice,AI Module,31835,79,2024-10-09,2024-10-21
486,Initech,Healthcare,Closed Lost,Middle East,Bob,AI Module,48090,86,2024-01-15,2024-03-07
487,Soylent,Healthcare,Negotiation,Europe,Bob,CRM System,169203,52,2024-07-26,2024-08-16
488,Stark Industries,Healthcare,Proposal,South America,David,AI Module,9785,47,2024-08-20,2024-11-06
489,Globex,Finance,Closed Won,North America,Frank,Analytics Suite,156937,15,2024-09-28,2025-01-11
490,Umbrella,Retail,Negotiation,Asia,Bob,Security Package,145935,62,2024-07-07,2024-09-25
491,Umbrella,Technology,Negotiation,South America,Eva,Cloud Platform,71172,70,2024-05-27,2024-08-05
492,Umbrella,Retail,Proposal,Asia,Charlie,Analytics Suite,113690,69,2024-05-02,2024-07-17
493,Globex,Technology,Prospecting,South America,Frank,Cloud Platform,92791,40,2024-07-09,2024-09-14
494,Initech,Manufacturing,Closed Won,Middle East,David,CRM System,47147,17,2024-03-20,2024-06-12
495,Hooli,Retail,Qualification,Asia,Alice,AI Module,55152,94,2024-05-13,2024-08-31
496,Initech,Technology,Prospecting,Europe,Frank,CRM System,18983,93,2024-03-12,2024-05-03
497,Umbrella,Healthcare,Closed Lost,North America,Eva,Cloud Platform,143433,44,2024-02-18,2024-04-13
498,Stark Industries,Manufacturing,Prospecting,Europe,Bob,AI Module,36450,36,2024-09-27,2024-12-27
499,Hooli,Retail,Proposal,South America,Bob,AI Module,49281,49,2024-09-15,2024-12-10
500,Initech,Finance,Qualification,South America,Eva,CRM System,11552,85,2024-10-24,2025-02-15
501,Umbrella,Manufacturing,Closed Won,Europe,Charlie,Cloud Platform,129198,92,2024-02-19,2024-03-17
502,Wayne Enterprises,Healthcare,Closed Won,South America,Eva,Security Package,181169,27,2024-04-17,2024-06-13
503,Soylent,Healthcare,Closed Won,Middle East,Alice,CRM System,79936,74,2024-06-13,2024-08-15
504,Soylent,Healthcare,Proposal,North America,Frank,Analytics Suite,85459,71,2024-07-21,2024-08-07
505,Initech,Technology,Closed Lost,Middle East,Eva,Analytics Suite,119467,64,2024-05-26,2024-08-19
506,Hooli,Retail,Qualification,Asia,Frank,Analytics Suite,189651,14,2024-02-14,2024-03-21
507,Wayne Enterprises,Manufacturing,Qualification,North America,David,Cloud Platform,163449,90,2024-02-18,2024-03-21
508,Globex,Retail,Prospecting,North America,Eva,Analytics Suite,86455,66,2024-06-05,2024-09-23
509,Stark Industries,Retail,Closed Lost,South America,Eva,Analytics Suite,84281,99,2024-10-17,2025-01-26
510,Initech,Technology,Negotiation,Asia,Alice,AI Module,36473,38,2024-08-23,2024-11-17
511,Hooli,Technology,Qualification,Europe,Alice,AI Module,191226,27,2024-05-02,2024-07-22
512,Acme Corp,Healthcare,Closed Won,Asia,Charlie,AI Module,182517,17,2024-10-20,2025-01-20
513,Stark Industries,Retail,Closed Won,Europe,Alice,Cloud Platform,40101,53,2024-08-22,2024-11-03
514,Umbrella,Technology,Negotiation,Asia,Alice,Analytics Suite,42860,74,2024-08-11,2024-11-10
515,Acme Corp,Healthcare,Negotiation,Asia,Alice,CRM System,100026,59,2024-10-26,2024-12-29
516,Initech,Manufacturing,Prospecting,Europe,Eva,Analytics Suite,199681,82,2024-10-21,2024-11-07
517,Soylent,Technology,Prospecting,Middle East,Eva,AI Module,184082,94,2024-06-25,2024-08-28
518,Umbrella,Technology,Proposal,South America,Alice,Analytics Suite,75186,11,2024-09-17,2024-12-07
519,Initech,Manufacturing,Closed Lost,South America,Bob,AI Module,165764,37,2024-07-26,2024-08-13
520,Globex,Manufacturing,Closed Won,South America,Alice,Analytics Suite,194643,53,2024-06-04,2024-09-06
521,Initech,Technology,Proposal,Europe,Alice,Cloud Platform,132673,68,2024-09-02,2024-10-31
522,Globex,Manufacturing,Closed Won,South America,Frank,Security Package,112625,25,2024-01-11,2024-02-01
523,Soylent,Manufacturing,Proposal,North America,Charlie,Security Package,147791,62,2024-04-16,2024-07-23
524,Hooli,Healthcare,Prospecting,Asia,Alice,Analytics Suite,179973,19,2024-09-20,2024-11-19
525,Globex,Technology,Qualification,Europe,Alice,CRM System,140607,34,2024-07-01,2024-08-06
526,Stark Industries,Manufacturing,Closed Lost,Europe,Frank,Analytics Suite,77916,82,2024-08-04,2024-08-27
527,Stark Industries,Healthcare,Negotiation,North America,Charlie,Analytics Suite,5710,99,2024-08-12,2024-10-05
528,Wayne Enterprises,Technology,Closed Won,Asia,Alice,Security Package,141760,56,2024-09-08,2024-09-30
529,Acme Corp,Technology,Closed Lost,South America,Alice,Analytics Suite,187684,55,2024-08-04,2024-10-28
530,Hooli,Technology,Prospecting,Europe,David,Analytics Suite,7303,75,2024-07-31,2024-10-27
531,Acme Corp,Manufacturing,Prospecting,Europe,Frank,AI Module,195096,64,2024-08-10,2024-09-08
532,Wayne Enterprises,Manufacturing,Prospecting,Europe,Charlie,Analytics Suite,82885,82,2024-09-17,2024-10-31
533,Acme Corp,Retail,Proposal,Europe,Charlie,AI Module,195276,89,2024-02-23,2024-03-22
534,Acme Corp,Healthcare,Closed Lost,Europe,David,Cloud Platform,40013,34,2024-06-07,2024-09-27
535,Stark Industries,Retail,Negotiation,Europe,Charlie,CRM System,157024,18,2024-01-21,2024-03-31
